id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
205818,Male,24,1,8.0,1,< 1 Year,No,48259.0,152.0,185,0
183893,Male,42,1,28.0,0,1-2 Year,Yes,22168.0,13.0,13,0
162274,Male,20,1,8.0,1,< 1 Year,No,36446.0,160.0,221,0
292292,Male,39,1,28.0,1,1-2 Year,No,38896.0,154.0,122,0
298388,Female,33,1,28.0,0,< 1 Year,Yes,81320.0,124.0,289,0
5370,Female,68,1,28.0,0,1-2 Year,Yes,49717.0,122.0,187,0
213988,Female,30,1,46.0,1,< 1 Year,No,2630.0,152.0,17,0
16042,Female,25,1,45.0,1,< 1 Year,No,34931.0,152.0,86,0
146402,Female,40,1,28.0,0,1-2 Year,Yes,39079.0,125.0,116,1
8401,Male,49,1,8.0,1,1-2 Year,No,53993.0,26.0,32,0
331319,Female,21,1,6.0,0,< 1 Year,Yes,22299.0,152.0,143,0
22359,Male,48,1,28.0,1,1-2 Year,Yes,27702.0,26.0,76,0
354516,Male,22,1,11.0,1,< 1 Year,No,22551.0,152.0,237,0
161159,Male,64,1,28.0,0,> 2 Years,Yes,57891.0,26.0,60,0
42824,Male,71,1,45.0,0,1-2 Year,Yes,26013.0,124.0,117,1
109830,Male,32,1,43.0,0,1-2 Year,Yes,33806.0,124.0,96,1
1152,Female,37,1,47.0,0,1-2 Year,No,41035.0,124.0,212,0
58612,Male,35,1,28.0,0,1-2 Year,Yes,46617.0,154.0,176,0
45197,Female,21,1,28.0,1,< 1 Year,No,38287.0,152.0,205,0
370672,Male,45,1,28.0,1,1-2 Year,No,36216.0,124.0,249,0
268478,Male,52,1,11.0,0,1-2 Year,Yes,35199.0,157.0,223,1
346870,Male,40,1,28.0,1,1-2 Year,No,32715.0,124.0,168,0
133269,Female,22,1,46.0,1,< 1 Year,No,42583.0,152.0,289,0
153183,Male,34,1,3.0,0,1-2 Year,No,50642.0,26.0,222,0
98969,Male,53,1,11.0,1,1-2 Year,No,43783.0,124.0,84,0
97161,Female,29,1,11.0,1,< 1 Year,No,38478.0,152.0,189,0
145290,Male,22,1,45.0,1,< 1 Year,No,41904.0,152.0,50,0
216574,Female,21,1,41.0,1,< 1 Year,No,40121.0,152.0,199,0
