id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
161207,Female,25,1,8.0,0,< 1 Year,No,2630.0,160.0,98,0
167463,Male,64,1,11.0,0,1-2 Year,Yes,47738.0,26.0,244,0
37138,Female,63,1,28.0,0,< 1 Year,Yes,2630.0,1.0,111,0
166387,Male,27,1,33.0,0,< 1 Year,Yes,32936.0,152.0,76,0
240252,Male,59,1,33.0,0,1-2 Year,Yes,36618.0,26.0,75,0
259110,Male,46,1,18.0,0,1-2 Year,Yes,19871.0,124.0,133,0
336504,Male,28,1,8.0,1,< 1 Year,No,48647.0,152.0,100,0
154853,Male,53,1,28.0,0,1-2 Year,Yes,48956.0,25.0,56,0
183550,Male,21,1,36.0,0,< 1 Year,Yes,34994.0,160.0,67,0
35125,Male,26,1,30.0,0,< 1 Year,Yes,25477.0,160.0,55,0
149673,Female,61,1,28.0,1,1-2 Year,No,30555.0,25.0,201,0
158554,Male,24,1,43.0,1,< 1 Year,No,67958.0,152.0,270,0
181153,Female,24,1,47.0,0,< 1 Year,Yes,30221.0,151.0,82,0
135519,Female,35,1,28.0,0,1-2 Year,Yes,44856.0,26.0,274,0
96560,Male,25,1,8.0,1,< 1 Year,No,33911.0,152.0,286,0
103691,Female,24,1,46.0,1,< 1 Year,No,24997.0,152.0,158,0
366685,Female,24,1,15.0,0,< 1 Year,No,27434.0,152.0,208,0
169346,Female,31,1,29.0,1,< 1 Year,No,29723.0,152.0,183,0
227604,Male,35,1,7.0,0,1-2 Year,Yes,43821.0,26.0,61,1
330880,Male,24,1,23.0,1,< 1 Year,No,35431.0,152.0,256,0
335926,Female,52,1,28.0,0,> 2 Years,Yes,2630.0,154.0,153,0
337550,Female,22,1,46.0,1,< 1 Year,No,24101.0,160.0,167,0
359987,Male,25,1,28.0,1,< 1 Year,No,29622.0,152.0,68,0
11865,Male,51,1,9.0,0,1-2 Year,Yes,25484.0,160.0,258,0
215282,Male,44,1,15.0,0,1-2 Year,Yes,35336.0,26.0,63,0
4948,Male,42,1,28.0,0,1-2 Year,Yes,47091.0,26.0,20,0
175262,Male,26,1,32.0,1,< 1 Year,No,2630.0,152.0,146,0
111460,Male,48,1,28.0,0,1-2 Year,No,40468.0,26.0,101,0
180344,Male,22,1,33.0,1,< 1 Year,No,27516.0,152.0,218,0
348139,Female,24,1,40.0,1,< 1 Year,No,33114.0,152.0,290,0
55242,Female,27,1,28.0,1,< 1 Year,No,39338.0,152.0,189,0
45331,Female,46,1,8.0,0,1-2 Year,Yes,2630.0,156.0,37,0
64299,Female,28,1,8.0,1,< 1 Year,No,31825.0,152.0,44,0
161869,Female,24,1,8.0,1,< 1 Year,No,49242.0,152.0,144,0
368947,Female,45,1,28.0,0,1-2 Year,Yes,39782.0,26.0,57,0
28675,Male,49,1,43.0,0,1-2 Year,Yes,33741.0,26.0,106,1
172308,Male,53,1,41.0,0,1-2 Year,No,37857.0,12.0,97,0
140248,Male,33,1,48.0,0,1-2 Year,Yes,2630.0,154.0,172,0
135278,Female,22,1,29.0,1,< 1 Year,No,28098.0,152.0,231,0
65167,Male,23,1,32.0,0,< 1 Year,No,35389.0,26.0,214,0
70902,Male,28,1,8.0,1,< 1 Year,No,29303.0,152.0,185,0
87698,Male,43,1,31.0,0,1-2 Year,Yes,2630.0,124.0,171,1
314461,Female,40,1,8.0,1,1-2 Year,No,104237.0,74.0,294,0
264529,Male,35,1,21.0,1,1-2 Year,No,2630.0,152.0,78,0
344580,Female,68,1,12.0,0,1-2 Year,Yes,15459.0,26.0,222,0
368473,Male,50,1,28.0,0,1-2 Year,Yes,2630.0,26.0,215,1
311257,Male,46,1,28.0,1,1-2 Year,No,43441.0,124.0,288,0
84347,Female,60,1,28.0,1,1-2 Year,No,35279.0,26.0,299,0
317787,Male,39,1,50.0,0,1-2 Year,Yes,44530.0,26.0,295,0
306901,Male,47,1,13.0,0,1-2 Year,Yes,23831.0,26.0,89,0
129423,Female,22,1,17.0,1,< 1 Year,No,44543.0,152.0,200,0
352383,Female,21,1,46.0,0,< 1 Year,No,28738.0,160.0,131,0
337355,Female,64,1,28.0,0,1-2 Year,Yes,46245.0,3.0,65,0
122975,Male,23,1,33.0,1,< 1 Year,No,26433.0,152.0,33,0
312213,Female,27,1,41.0,1,< 1 Year,Yes,26168.0,153.0,187,0
40037,Female,27,1,28.0,0,< 1 Year,Yes,33864.0,152.0,221,1
344605,Female,59,1,28.0,0,1-2 Year,Yes,44689.0,26.0,93,0
298311,Male,38,1,28.0,0,1-2 Year,Yes,63711.0,26.0,210,0
293994,Female,23,1,28.0,1,< 1 Year,No,42721.0,151.0,128,0
56898,Female,54,1,28.0,0,> 2 Years,Yes,35914.0,122.0,225,0
278226,Female,39,1,37.0,1,1-2 Year,Yes,38835.0,26.0,107,0
310822,Female,24,1,15.0,1,< 1 Year,No,34444.0,152.0,197,0
170164,Male,22,1,30.0,1,< 1 Year,No,31791.0,152.0,43,0
355742,Female,21,1,28.0,1,< 1 Year,No,31424.0,152.0,118,0
349397,Female,23,1,30.0,0,< 1 Year,Yes,23069.0,152.0,194,0
289844,Female,22,1,47.0,0,< 1 Year,Yes,2630.0,152.0,204,0
