id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
275786,Female,21,1,11.0,1,< 1 Year,No,29612.0,152.0,293,0
158890,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,124.0,72,0
30865,Male,24,1,46.0,0,< 1 Year,Yes,25286.0,152.0,71,0
81029,Male,50,1,8.0,0,1-2 Year,Yes,2630.0,157.0,53,1
333863,Male,23,1,15.0,0,< 1 Year,No,28117.0,152.0,216,0
79224,Female,22,1,11.0,1,< 1 Year,No,33765.0,152.0,271,0
242759,Female,37,1,28.0,0,1-2 Year,Yes,34871.0,124.0,28,0
299893,Female,30,1,45.0,0,< 1 Year,Yes,29502.0,152.0,186,0
221519,Male,24,1,46.0,1,< 1 Year,No,28362.0,152.0,253,0
266476,Male,47,1,41.0,1,1-2 Year,No,30964.0,124.0,116,0
34717,Male,23,1,8.0,1,< 1 Year,No,2630.0,152.0,71,0
119455,Female,54,1,8.0,1,1-2 Year,No,31056.0,26.0,123,0
152417,Female,73,1,47.0,1,1-2 Year,No,38290.0,124.0,58,0
66979,Female,22,1,17.0,0,< 1 Year,Yes,2630.0,152.0,105,0
188832,Male,44,1,13.0,1,1-2 Year,No,27765.0,124.0,12,0
200977,Male,25,1,22.0,1,< 1 Year,No,2630.0,152.0,59,0
268556,Male,21,1,45.0,1,< 1 Year,No,25030.0,152.0,235,0
258092,Female,24,1,6.0,1,< 1 Year,No,25161.0,152.0,90,0
266123,Female,63,1,28.0,0,> 2 Years,Yes,47334.0,26.0,233,1
131307,Male,45,1,23.0,0,1-2 Year,Yes,24487.0,124.0,255,1
75889,Female,21,1,30.0,0,< 1 Year,No,32990.0,160.0,56,0
28103,Male,25,1,28.0,1,< 1 Year,No,32042.0,152.0,105,0
375563,Male,63,1,28.0,0,1-2 Year,Yes,25725.0,26.0,104,0
254715,Female,29,1,8.0,1,< 1 Year,No,41426.0,152.0,208,0
133444,Female,58,1,8.0,0,1-2 Year,No,34390.0,124.0,103,0
2725,Female,25,1,12.0,1,< 1 Year,No,26004.0,152.0,24,0
241586,Male,80,1,33.0,0,1-2 Year,Yes,33630.0,26.0,254,0
293874,Female,67,1,21.0,0,1-2 Year,Yes,2630.0,160.0,211,0
64106,Male,30,1,28.0,0,1-2 Year,No,34241.0,139.0,175,0
368194,Female,23,1,26.0,1,< 1 Year,No,35683.0,152.0,276,0
164604,Male,58,1,28.0,0,1-2 Year,Yes,49835.0,26.0,271,0
162051,Male,30,1,28.0,0,1-2 Year,No,31595.0,52.0,66,0
114093,Male,38,1,28.0,0,1-2 Year,Yes,25963.0,124.0,164,1
151818,Male,24,1,34.0,1,< 1 Year,No,34361.0,26.0,266,0
38304,Male,62,1,28.0,0,1-2 Year,Yes,33955.0,26.0,227,1
184028,Male,72,1,49.0,0,1-2 Year,Yes,27446.0,124.0,184,0
258785,Female,32,1,37.0,0,1-2 Year,Yes,2630.0,157.0,49,1
250400,Female,35,1,50.0,1,1-2 Year,No,38905.0,152.0,32,0
17955,Male,46,1,28.0,0,1-2 Year,Yes,44778.0,124.0,155,1
65001,Female,40,1,28.0,0,1-2 Year,Yes,38396.0,125.0,246,0
357510,Male,38,1,35.0,0,1-2 Year,Yes,30682.0,124.0,31,0
201228,Female,24,1,8.0,0,< 1 Year,Yes,19757.0,152.0,70,0
202247,Female,21,1,23.0,0,< 1 Year,Yes,19102.0,152.0,22,0
358700,Female,21,1,46.0,1,< 1 Year,No,29993.0,160.0,70,0
47019,Female,27,1,46.0,0,< 1 Year,No,26665.0,152.0,277,0
23853,Female,55,1,28.0,1,1-2 Year,Yes,57079.0,25.0,182,0
243696,Male,45,1,46.0,0,1-2 Year,Yes,31674.0,157.0,94,1
205886,Male,55,1,28.0,1,1-2 Year,No,29510.0,124.0,117,0
354936,Female,21,1,8.0,0,< 1 Year,Yes,35991.0,160.0,114,0
245502,Male,66,1,36.0,0,1-2 Year,Yes,34601.0,26.0,62,1
373412,Female,23,1,46.0,1,< 1 Year,No,21020.0,124.0,126,0
244988,Male,23,1,49.0,0,< 1 Year,Yes,32049.0,152.0,153,0
335577,Female,39,1,8.0,0,1-2 Year,Yes,43235.0,7.0,32,0
267333,Male,63,1,46.0,0,1-2 Year,Yes,21080.0,154.0,27,0
195003,Male,40,1,15.0,0,1-2 Year,No,27431.0,124.0,156,0
159931,Female,48,1,28.0,0,1-2 Year,Yes,39765.0,26.0,108,1
303110,Male,71,1,28.0,0,1-2 Year,Yes,95121.0,26.0,215,0
73556,Female,24,1,47.0,1,< 1 Year,No,2630.0,151.0,239,0
64340,Male,63,1,20.0,0,1-2 Year,Yes,2630.0,26.0,80,0
253242,Female,24,1,29.0,1,< 1 Year,No,26356.0,151.0,69,0
257535,Male,63,1,29.0,0,1-2 Year,Yes,26285.0,156.0,118,0
202633,Male,25,1,50.0,0,< 1 Year,Yes,32771.0,152.0,172,0
198079,Male,25,1,8.0,1,< 1 Year,No,34692.0,160.0,296,0
367599,Male,58,1,28.0,1,1-2 Year,Yes,37807.0,26.0,228,0
124641,Male,25,1,27.0,0,< 1 Year,Yes,25606.0,152.0,248,0
379969,Female,47,1,28.0,0,1-2 Year,Yes,2630.0,26.0,104,0
133279,Male,23,1,37.0,0,< 1 Year,No,30690.0,152.0,125,0
20734,Male,33,1,28.0,0,1-2 Year,No,88378.0,124.0,185,1
32377,Female,29,1,10.0,1,< 1 Year,No,38467.0,152.0,292,0
44115,Female,47,1,40.0,0,1-2 Year,Yes,2630.0,156.0,62,0
286967,Male,31,1,28.0,1,< 1 Year,No,28138.0,152.0,185,0
244953,Female,25,1,6.0,1,< 1 Year,No,28544.0,152.0,252,0
